2	0	8	1
4	0	877	1
9	0	125	1
10	0	105	1
13	0	33	1
14	0	242	1
16	0	874	1
23	0	27	1
24	0	102	1
31	0	38	1
32	0	405	1
35	0	353	1
37	0	3562	1
39	0	52	1
40	0	81	1
53	0	462	1
54	0	60	1
55	0	58	1
77	0	110	1
79	0	101	1
83	0	150	1
91	0	708	1
98	0	140	1
99	0	122	1
104	0	106	1
108	0	112	1
111	0	127	1
113	0	118	1
114	0	302	1
130	0	132	1
134	0	201	1
138	0	342	1
141	0	142	1
146	0	147	1
153	0	348	1
158	0	159	1
160	0	3537	1
167	0	169	1
177	0	180	1
179	0	181	1
183	0	185	1
186	0	195	1
213	0	272	1
221	0	267	1
229	0	255	1
233	0	239	1
236	0	237	1
238	0	591	1
241	0	460	1
245	0	246	1
248	0	269	1
258	0	1073	1
261	0	299	1
264	0	289	1
268	0	333	1
271	0	276	1
278	0	279	1
281	0	1743	1
283	0	327	1
285	0	286	1
290	0	303	1
301	0	980	1
304	0	312	1
311	0	314	1
313	0	318	1
319	0	325	1
329	0	337	1
341	0	343	1
349	0	371	1
352	0	357	1
361	0	493	1
372	0	4243	1
386	0	390	1
387	0	389	1
388	0	395	1
394	0	398	1
399	0	404	1
402	0	403	1
411	0	425	1
412	0	413	1
419	0	429	1
430	0	431	1
432	0	435	1
437	0	848	1
438	0	847	1
440	0	445	1
448	0	458	1
457	0	510	1
463	0	534	1
471	0	483	1
473	0	478	1
480	0	482	1
481	0	540	1
486	0	559	1
494	0	531	1
497	0	498	1
504	0	506	1
508	0	509	1
511	0	512	1
535	0	611	1
536	0	551	1
538	0	3593	1
542	0	544	1
550	0	736	1
552	0	553	1
554	0	560	1
571	0	573	1
572	0	574	1
577	0	581	1
579	0	580	1
583	0	587	1
585	0	586	1
589	0	594	1
595	0	598	1
596	0	613	1
597	0	606	1
599	0	603	1
607	0	620	1
614	0	617	1
624	0	626	1
629	0	643	1
632	0	634	1
633	0	671	1
637	0	638	1
639	0	3858	1
640	0	653	1
641	0	642	1
646	0	647	1
655	0	661	1
659	0	725	1
665	0	667	1
679	0	681	1
683	0	699	1
693	0	700	1
701	0	709	1
702	0	705	1
703	0	704	1
707	0	712	1
711	0	728	1
715	0	716	1
729	0	732	1
743	0	760	1
745	0	958	1
749	0	759	1
750	0	754	1
761	0	791	1
762	0	766	1
767	0	770	1
773	0	1310	1
780	0	790	1
781	0	783	1
797	0	800	1
804	0	811	1
810	0	4720	1
812	0	815	1
817	0	1311	1
819	0	845	1
827	0	843	1
832	0	837	1
834	0	838	1
842	0	850	1
851	0	853	1
852	0	1070	1
854	0	885	1
855	0	856	1
867	0	881	1
878	0	880	1
890	0	934	1
895	0	910	1
898	0	904	1
901	0	920	1
906	0	907	1
908	0	914	1
909	0	915	1
916	0	931	1
923	0	925	1
940	0	976	1
945	0	949	1
947	0	948	1
952	0	954	1
953	0	955	1
959	0	23925	1
963	0	964	1
966	0	968	1
982	0	998	1
990	0	1024	1
991	0	997	1
994	0	996	1
1002	0	1003	1
1006	0	1021	1
1018	0	1025	1
1019	0	1020	1
1022	0	1034	1
1027	0	1028	1
1041	0	1047	1
1043	0	1046	1
1057	0	1059	1
